2016-07-29 11:57:34,014 [Worker-6] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.github.piersy:BasicTesseractExample:1.0-SNAPSHOT @ C:\Users\Vignesh\Desktop\hackathon\BasicTesseractExample-master\pom.xml.
2016-07-29 11:57:35,140 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/tesseract/3.03-rc1-0.11/tesseract-3.03-rc1-0.11.pom
2016-07-29 11:57:35,717 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/tesseract/3.03-rc1-0.11/tesseract-3.03-rc1-0.11.pom
2016-07-29 11:57:36,006 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/0.11/javacpp-presets-0.11.pom
2016-07-29 11:57:36,780 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/0.11/javacpp-presets-0.11.pom
2016-07-29 11:57:37,065 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/leptonica/1.71-0.11/leptonica-1.71-0.11.pom
2016-07-29 11:57:37,650 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/leptonica/1.71-0.11/leptonica-1.71-0.11.pom
2016-07-29 11:57:37,935 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp/0.11/javacpp-0.11.pom
2016-07-29 11:57:38,552 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp/0.11/javacpp-0.11.pom
2016-07-29 11:57:38,852 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/junit/junit/4.11/junit-4.11.pom
2016-07-29 11:57:39,336 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/junit/junit/4.11/junit-4.11.pom
2016-07-29 11:57:39,958 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/tesseract/3.03-rc1-0.11/tesseract-3.03-rc1-0.11.jar
2016-07-29 11:57:40,743 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/tesseract/3.03-rc1-0.11/tesseract-3.03-rc1-0.11.jar
2016-07-29 11:57:40,971 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/leptonica/1.71-0.11/leptonica-1.71-0.11.jar
2016-07-29 11:57:42,344 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/leptonica/1.71-0.11/leptonica-1.71-0.11.jar
2016-07-29 11:57:42,576 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/leptonica/1.71-0.11/leptonica-1.71-0.11-windows-x86_64.jar
2016-07-29 11:58:00,782 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/leptonica/1.71-0.11/leptonica-1.71-0.11-windows-x86_64.jar
2016-07-29 11:58:01,016 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp/0.11/javacpp-0.11.jar
2016-07-29 11:58:02,521 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp/0.11/javacpp-0.11.jar
2016-07-29 11:58:02,737 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/tesseract/3.03-rc1-0.11/tesseract-3.03-rc1-0.11-windows-x86_64.jar
2016-07-29 11:58:11,884 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/bytedeco/javacpp-presets/tesseract/3.03-rc1-0.11/tesseract-3.03-rc1-0.11-windows-x86_64.jar
2016-07-29 11:58:12,113 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/junit/junit/4.11/junit-4.11.jar
2016-07-29 11:58:14,138 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/junit/junit/4.11/junit-4.11.jar
2016-07-29 11:58:14,776 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Failed to dispatch repository event to org.eclipse.m2e.core.internal.embedder.EclipseRepositoryListener: null
2016-07-29 11:58:15,508 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Failed to dispatch repository event to org.eclipse.m2e.core.internal.embedder.EclipseRepositoryListener: null
2016-07-29 11:58:16,556 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Failed to dispatch repository event to org.eclipse.m2e.core.internal.embedder.EclipseRepositoryListener: null
2016-07-29 11:58:17,712 [Worker-10] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.github.piersy:BasicTesseractExample:1.0-SNAPSHOT @ C:\Users\Vignesh\Desktop\hackathon\BasicTesseractExample-master\pom.xml.
2016-07-29 11:58:20,176 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BasicTesseractExample/src/main/java
2016-07-29 11:58:20,191 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BasicTesseractExample/src/test/java
2016-07-29 11:58:23,798 [Worker-6] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 61 sec
2016-07-29 11:58:26,493 [Worker-9] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.github.piersy:BasicTesseractExample:1.0-SNAPSHOT @ C:\Users\Vignesh\Desktop\hackathon\BasicTesseractExample-master\pom.xml.
2016-07-29 11:58:26,927 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-07-29 11:58:26,942 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Vignesh\Desktop\hackathon\BasicTesseractExample-master\src\main\resources
2016-07-29 11:58:26,973 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-07-29 11:58:27,005 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Vignesh\Desktop\hackathon\BasicTesseractExample-master\src\test\resources
2016-07-29 12:00:48,577 [Worker-6] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.github.piersy:BasicTesseractExample:1.0-SNAPSHOT @ C:\Users\Vignesh\Desktop\hackathon\BasicTesseractExample-master\pom.xml.
2016-07-29 12:00:48,981 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-07-29 12:00:49,012 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Vignesh\Desktop\hackathon\BasicTesseractExample-master\src\main\resources
2016-07-29 12:00:49,029 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
